jMRUI Data Textfile

Filename: NE.txt

PointsInDataset: 2048      
DatasetsInFile: 32        
SamplingInterval: 4.6512E-1 
ZeroOrderPhase: 2.925E-1  
BeginTime: 3.67E-1   
TransmitterFrequency: 1.278E8   
MagneticField: 3.0016E0  
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 32 in file
-1.9969E-4	2.4347E-4	-8.6098E-3	-7.8372E-3
-1.658E-4	2.0066E-4	-1.2633E-2	-3.0093E-3
-3.0501E-4	-6.894E-5	-1.8685E-3	-1.1216E-3
1.3498E-4	-1.8336E-4	-6.2277E-4	-6.6314E-3
-3.8924E-4	5.3792E-5	-2.6651E-3	-9.8929E-3
-3.1351E-4	-9.1674E-5	-5.2689E-3	-1.0962E-2
-8.091E-5	-1.3132E-4	-7.9429E-3	-1.1324E-2
-1.7185E-6	6.9782E-5	-8.0518E-3	-8.9171E-3
-1.1512E-4	7.2186E-5	-7.8589E-3	-8.8946E-3
-2.0054E-5	3.1571E-4	-8.1432E-3	-4.2572E-3
4.2803E-5	5.169E-4	-6.4367E-3	-1.1661E-2
3.5436E-4	-7.4979E-5	-1.0528E-2	-5.437E-3
6.0913E-4	1.7944E-4	-7.8142E-3	-5.7307E-3
3.2138E-4	1.9829E-4	-6.9297E-3	-9.7513E-3
5.0066E-4	3.4253E-5	-8.2599E-3	-2.1416E-3
1.0464E-4	9.8436E-5	-4.5627E-3	-3.8791E-3
2.4538E-4	8.2793E-5	-5.0498E-3	-2.8606E-3
5.5529E-4	2.0789E-5	-2.8333E-3	-7.9608E-3
3.2888E-4	6.4534E-5	-1.9961E-3	-1.1214E-2
4.8611E-4	-1.4857E-4	-4.7071E-3	-1.14E-2
1.5923E-4	3.2183E-4	-6.0556E-3	-1.1347E-2
6.7706E-5	-3.0105E-4	-9.8807E-3	-1.0574E-2
-1.4782E-4	-8.5907E-5	-7.372E-3	-7.7169E-3
8.4184E-5	-3.2658E-4	-6.4754E-3	-7.9472E-3
9.83E-5	-1.9349E-4	-6.907E-3	-1.4397E-2
-1.6384E-4	-2.3902E-4	-8.4812E-3	-6.0315E-3
-7.5887E-4	3.1903E-4	-5.6054E-3	-1.2995E-2
-1.2488E-4	3.5294E-4	-7.6411E-3	-1.152E-2
-1.3379E-4	1.7599E-4	-1.2796E-2	-9.9043E-3
-3.6967E-4	2.3946E-4	-1.2298E-2	-6.8673E-3
-1.0906E-4	2.3832E-4	-7.5581E-3	-9.1702E-3
1.2149E-4	4.6156E-4	-7.6026E-3	-8.8164E-3
-2.642E-4	1.9324E-4	-1.0462E-2	-1.1569E-2
-1.5095E-4	8.9617E-5	-1.1566E-2	-1.1292E-2
-1.4305E-4	3.441E-4	-1.2312E-2	-3.4544E-3
2.9887E-4	3.2383E-4	-6.9869E-3	-5.9088E-3
2.0805E-4	-1.9518E-5	-8.2041E-3	-7.6839E-3
4.5312E-4	2.7341E-4	-7.6558E-3	-7.5273E-3
2.09E-4	4.8177E-4	-5.6143E-3	-9.7214E-3
7.4551E-5	-3.6491E-4	-8.7504E-3	-1.3615E-2
3.3009E-4	-3.3848E-4	-1.4674E-2	-1.0185E-2
1.3038E-4	-1.6198E-4	-1.2332E-2	-4.9341E-3
-2.5193E-5	-4.4866E-5	-1.0306E-2	-2.7131E-3
-3.9067E-4	-6.9703E-5	-9.5806E-3	-6.2901E-3
-3.2278E-4	-2.1501E-4	-1.0642E-2	-4.2195E-3
-8.34E-5	1.8819E-4	-5.6517E-3	-3.1915E-3
-3.1638E-4	-5.1605E-5	-3.6704E-3	-7.2322E-3
-4.3456E-4	8.8536E-5	-8.932E-3	-7.8148E-3
-1.959E-4	2.9779E-4	-3.5599E-3	-1.2882E-2
-1.2994E-4	5.2517E-4	-1.2594E-2	-9.3095E-3
-1.9956E-4	1.4997E-4	-1.1141E-2	-6.9666E-3
-4.0651E-5	3.2706E-4	-8.5999E-3	-2.9341E-3
3.4446E-5	4.4275E-4	-6.9139E-3	-7.719E-3
1.7088E-4	8.5658E-4	-2.8856E-3	-1.0082E-2
4.5123E-4	9.3815E-5	-1.2646E-2	-1.4809E-2
2.4204E-4	2.4514E-4	-1.5163E-2	-7.1318E-3
7.9691E-5	2.9731E-4	-1.3969E-2	-5.1062E-3
4.1056E-4	-2.2188E-4	-8.0485E-3	-7.094E-3
9.3065E-5	-2.4904E-4	-1.036E-2	-7.235E-3
4.3081E-4	-7.3804E-6	-1.2097E-2	-6.8043E-3
2.2061E-4	-1.761E-4	-1.2301E-2	-5.2147E-3
1.2377E-4	-3.9856E-4	-6.1345E-3	-2.7756E-3
7.6807E-5	-4.3656E-4	-6.5503E-3	-7.4983E-3
-1.2754E-4	-7.5256E-5	-1.0927E-2	-8.746E-3
-7.7249E-5	-1.2228E-4	-1.1462E-2	-6.627E-3
-2.1417E-4	4.7107E-5	-6.6192E-3	-5.5306E-3
-2.8437E-4	2.9868E-5	-1.0903E-2	-4.5977E-3
1.4338E-4	-3.3389E-5	-5.159E-3	-5.6055E-3
-9.0948E-6	3.2785E-4	-4.2501E-3	-7.3599E-3
-2.1214E-4	2.5113E-4	-6.0219E-3	-1.1121E-2
-1.1733E-5	4.4744E-4	-6.7023E-3	-1.3474E-2
2.8258E-4	5.0523E-6	-1.3885E-2	-1.3545E-2
2.5723E-4	2.0969E-5	-1.1714E-2	-5.6776E-3
5.2775E-4	3.8098E-5	-9.7378E-3	-9.1413E-3
3.9489E-4	-3.2042E-5	-1.105E-2	-9.0141E-3
-2.4739E-6	6.8728E-5	-1.3388E-2	-7.571E-3
1.455E-5	-2.7884E-5	-1.0561E-2	-3.9767E-3
1.7923E-4	1.0641E-4	-9.9781E-3	-5.2776E-3
2.6298E-4	8.2424E-5	-6.3355E-3	-5.4659E-3
1.1693E-5	-2.3196E-4	-5.8401E-3	-7.9228E-3
-2.7221E-4	1.2756E-4	-1.0073E-2	-7.3773E-3
-2.3106E-4	-7.7396E-5	-9.8973E-3	-8.6995E-3
-8.8001E-5	3.4552E-4	-8.1301E-3	-5.0964E-3
7.8453E-5	1.2446E-4	-8.2766E-3	-8.856E-3
-4.5507E-5	8.1926E-5	-1.0124E-2	-4.5021E-3
-4.0779E-5	2.6474E-4	-7.1369E-3	-4.2305E-3
4.7433E-4	1.3741E-4	-6.2347E-3	-5.0364E-3
-3.1628E-4	2.1957E-5	1.0736E-3	-5.415E-3
-1.9936E-5	1.3169E-4	-3.8658E-3	-1.4816E-2
3.0412E-4	-2.7989E-4	-6.4832E-3	-1.3683E-2
-8.5188E-5	1.5768E-4	-9.202E-3	-1.3027E-2
-1.9221E-5	-1.647E-4	-1.099E-2	-1.3387E-2
1.1216E-4	3.6972E-4	-1.4509E-2	-1.2255E-2
-1.9977E-4	-9.2561E-5	-1.3308E-2	-8.3116E-3
2.3144E-5	-1.7786E-4	-1.0712E-2	-6.8906E-3
-8.8641E-5	-2.3939E-5	-7.9271E-3	-9.0942E-3
-4.1685E-4	-2.4784E-4	-1.0546E-2	-1.0391E-2
-2.2512E-4	-3.1973E-4	-1.2699E-2	-1.0981E-2
-3.5778E-4	-2.0023E-5	-1.0393E-2	-8.892E-3
-2.302E-4	2.0345E-5	-1.1493E-2	-1.0642E-2
9.4446E-5	-1.7573E-5	-1.4673E-2	-6.3517E-3
2.0587E-4	1.3795E-4	-1.1178E-2	-8.2452E-3
3.9746E-4	1.8862E-4	-1.2559E-2	-5.7667E-3
-3.3536E-5	5.8101E-5	-1.1092E-2	-5.3632E-3
2.0648E-5	2.0257E-5	-8.8697E-3	-4.7599E-3
-6.074E-5	4.7107E-5	-8.3835E-3	-4.4278E-3
5.9296E-5	-3.7413E-4	-7.8424E-3	-5.4456E-3
8.5179E-6	-2.3381E-4	-3.2526E-3	-6.9053E-3
1.2657E-5	-3.6535E-5	-5.299E-3	-4.8751E-3
-8.1961E-5	1.9486E-4	-2.3813E-3	-9.3019E-3
-2.7995E-4	-2.3843E-4	-6.0631E-3	-1.0312E-2
-3.1769E-4	-4.3636E-4	-3.4489E-3	-1.1646E-2
1.4638E-4	1.5619E-4	-3.3684E-3	-1.2368E-2
-2.614E-4	-3.7168E-4	-5.3726E-3	-1.8147E-2
-5.6045E-4	-1.0764E-5	-1.0092E-2	-1.6959E-2
-6.9027E-5	5.0675E-5	-1.0231E-2	-1.8025E-2
-7.8199E-5	4.5415E-4	-1.6113E-2	-1.4317E-2
1.1783E-5	1.9023E-4	-1.3138E-2	-9.6758E-3
1.9633E-4	-1.4812E-4	-1.1274E-2	-8.554E-3
3.2021E-4	2.4506E-5	-6.9125E-3	-1.3523E-2
9.8708E-5	2.1685E-4	-1.012E-2	-1.4143E-2
4.494E-5	1.6644E-4	-1.1588E-2	-1.3167E-2
3.5159E-4	-3.3093E-6	-1.0719E-2	-1.6674E-2
3.5586E-4	1.5224E-4	-1.3851E-2	-1.0873E-2
2.26E-4	-1.3287E-4	-1.144E-2	-1.2632E-2
5.8337E-5	2.6902E-4	-1.6066E-2	-1.074E-2
-5.1152E-5	-3.0922E-4	-1.1272E-2	-6.7619E-3
2.9222E-4	-3.1167E-4	-1.0873E-2	-1.1135E-2
4.3288E-4	-9.1697E-5	-9.277E-3	-8.8649E-3
3.8705E-4	-1.3312E-4	-1.2588E-2	-1.2216E-2
2.2693E-4	-2.75E-4	-9.4536E-3	-7.7966E-3
4.9528E-5	-3.6612E-4	-7.016E-3	-1.2206E-2
-8.5905E-5	-3.1364E-4	-7.7987E-3	-1.4126E-2
-2.9908E-4	-3.5284E-4	-1.0462E-2	-1.3931E-2
-2.4569E-4	-3.7259E-4	-8.6978E-3	-1.0228E-2
3.7337E-4	-2.2478E-4	-7.5122E-3	-1.3818E-2
-3.9292E-4	3.1784E-5	-6.4458E-3	-1.8142E-2
-2.5443E-4	2.5429E-4	-1.2787E-2	-1.738E-2
-7.2462E-5	-1.6539E-4	-9.0314E-3	-1.4249E-2
-2.8142E-5	1.1048E-4	-1.1304E-2	-1.4655E-2
-4.4738E-4	8.3817E-5	-8.127E-3	-1.608E-2
-1.7814E-4	8.4508E-5	-1.2007E-2	-1.8571E-2
2.6485E-4	1.3592E-4	-1.3732E-2	-1.46E-2
-1.8569E-5	1.5209E-4	-1.0741E-2	-1.5211E-2
-1.6441E-4	1.8548E-4	-1.2703E-2	-1.6988E-2
5.5307E-4	-1.4079E-4	-1.7835E-2	-1.2168E-2
4.8183E-4	-2.9002E-5	-1.1808E-2	-1.0754E-2
2.644E-4	5.6953E-5	-9.5896E-3	-9.0509E-3
-3.7554E-5	-2.2639E-4	-5.5312E-3	-1.2704E-2
-5.6349E-5	-2.8793E-4	-8.9718E-3	-1.4824E-2
1.6612E-4	-1.1423E-4	-8.0578E-3	-1.5841E-2
-2.9467E-4	-3.3831E-6	-6.977E-3	-1.8226E-2
-3.5349E-4	-6.0032E-5	-9.8213E-3	-1.9567E-2
-4.3743E-4	-1.0863E-4	-1.11E-2	-1.6794E-2
-1.2406E-4	2.6081E-5	-6.1236E-3	-1.4735E-2
-2.916E-4	-1.1785E-4	-5.7249E-3	-2.1358E-2
-2.549E-4	3.6868E-4	-1.1568E-2	-2.1073E-2
1.451E-4	-7.4236E-5	-8.744E-3	-1.5871E-2
3.2942E-4	3.0465E-5	-7.6879E-3	-2.0605E-2
-1.13E-4	3.9216E-4	-8.0279E-3	-2.1594E-2
3.7473E-4	-1.0959E-4	-9.8363E-3	-2.0444E-2
2.1125E-4	-3.413E-4	-5.5529E-3	-2.2976E-2
1.4155E-4	-2.4964E-4	-9.6545E-3	-2.6356E-2
6.7681E-4	-3.927E-4	-8.7268E-3	-1.7659E-2
4.86E-5	-9.4995E-5	-1.5152E-3	-2.6893E-2
7.8289E-5	-5.22E-4	-1.515E-3	-2.9806E-2
-8.1868E-5	-3.2408E-4	-8.4272E-3	-3.2886E-2
-1.9548E-4	-1.2504E-4	-9.5549E-3	-3.2712E-2
-2.0711E-4	-1.3696E-5	-7.1213E-3	-3.3737E-2
-2.1483E-4	-2.9713E-4	-1.4244E-2	-3.89E-2
-5.4746E-4	5.8341E-5	-1.2936E-2	-3.4581E-2
-4.3754E-4	1.0489E-4	-1.668E-2	-3.8353E-2
8.3697E-5	3.5252E-4	-1.7788E-2	-3.7518E-2
-6.9286E-5	3.5965E-4	-1.866E-2	-3.8527E-2
-4.2208E-5	4.2071E-4	-2.0691E-2	-3.7617E-2
-3.9678E-5	4.1313E-4	-2.0917E-2	-3.5813E-2
9.7823E-5	3.5062E-4	-2.2236E-2	-4.1173E-2
-2.7884E-5	1.254E-4	-2.243E-2	-3.605E-2
-1.6101E-4	2.4784E-4	-2.3354E-2	-3.8652E-2
4.6544E-4	-7.5671E-5	-2.3819E-2	-4.1727E-2
3.0059E-4	5.1491E-5	-2.9264E-2	-3.6795E-2
-2.3614E-4	-2.1756E-5	-2.4544E-2	-3.4792E-2
1.2787E-4	-1.3791E-5	-2.2056E-2	-4.0136E-2
-1.1451E-4	-8.1879E-5	-2.6906E-2	-4.2646E-2
-1.2299E-4	-1.6777E-4	-2.732E-2	-4.5106E-2
-2.7271E-4	-1.5217E-4	-3.1575E-2	-4.5221E-2
-9.0415E-5	-2.0679E-4	-3.0938E-2	-4.2429E-2
-1.9259E-4	-4.8686E-5	-3.1698E-2	-4.7247E-2
2.4278E-5	4.7545E-4	-3.6463E-2	-4.5932E-2
6.9092E-5	2.2079E-4	-3.4503E-2	-4.6636E-2
-9.361E-5	1.723E-4	-3.8147E-2	-4.9767E-2
2.1212E-5	2.3021E-4	-4.3372E-2	-5.2825E-2
-9.4297E-5	-3.9433E-5	-4.9754E-2	-5.0875E-2
1.5687E-4	-4.2906E-4	-4.872E-2	-4.3077E-2
2.9687E-4	-2.6894E-4	-4.6432E-2	-4.6155E-2
3.1303E-4	-1.0505E-4	-4.9627E-2	-4.6921E-2
4.7416E-4	-2.6715E-4	-4.9443E-2	-4.5005E-2
3.7734E-4	-4.1859E-4	-5.4127E-2	-5.1739E-2
-6.4249E-6	-2.7525E-4	-5.5936E-2	-5.1065E-2
-2.4702E-5	-5.2412E-4	-6.1537E-2	-5.215E-2
-3.1005E-4	-1.415E-4	-6.6999E-2	-5.0559E-2
-1.7968E-4	1.7383E-4	-6.806E-2	-4.7071E-2
-4.9647E-4	-1.8473E-5	-7.4619E-2	-4.9352E-2
-6.3257E-4	1.146E-5	-7.9277E-2	-4.2722E-2
-5.3758E-4	-2.1581E-5	-7.5901E-2	-4.1505E-2
-6.4075E-4	3.9697E-5	-8.5333E-2	-3.8822E-2
-1.0298E-4	1.9906E-4	-8.1705E-2	-3.4371E-2
-6.0835E-4	6.5859E-4	-8.4919E-2	-3.5564E-2
-5.2247E-4	3.7729E-4	-8.4936E-2	-2.9243E-2
-2.2215E-4	2.4619E-4	-8.7481E-2	-3.182E-2
-3.3051E-5	2.2093E-4	-9.2157E-2	-2.6806E-2
-7.0814E-5	6.0962E-4	-9.2872E-2	-2.5292E-2
-6.6257E-5	-3.3065E-6	-9.9238E-2	-2.2851E-2
1.5116E-4	-8.7145E-6	-9.4785E-2	-1.2949E-2
3.1173E-4	-1.8105E-4	-9.4466E-2	-1.5556E-2
3.6765E-4	3.8782E-5	-9.7475E-2	-1.6626E-2
-3.5499E-4	-6.4267E-4	-1.0203E-1	-1.195E-2
-1.4456E-4	-5.586E-5	-1.0372E-1	-6.5977E-3
-1.0156E-4	3.9454E-5	-1.0586E-1	-2.8397E-3
-4.9762E-4	-4.1E-4	-1.0388E-1	1.4627E-3
-2.7827E-4	1.0284E-5	-1.0418E-1	3.7778E-3
-1.7026E-4	7.1908E-5	-1.0868E-1	9.4314E-3
-2.8747E-4	-3.0754E-5	-1.0571E-1	1.4136E-2
-3.846E-4	2.8986E-4	-1.0569E-1	2.0162E-2
9.4532E-5	-5.7573E-5	-1.0254E-1	2.4668E-2
3.6401E-4	-1.2854E-4	-9.8094E-2	2.6089E-2
1.0161E-4	1.5319E-4	-1E-1	2.5146E-2
3.4679E-4	9.4922E-5	-1.001E-1	3.1086E-2
5.625E-4	-1.1072E-4	-1.0037E-1	3.5077E-2
5.1404E-4	-1.2793E-4	-9.8203E-2	3.9575E-2
5.3346E-4	-2.8844E-4	-9.3889E-2	4.1954E-2
2.7206E-4	-5.5066E-4	-9.3305E-2	4.1221E-2
2.3542E-4	1.4992E-4	-9.1501E-2	5.0106E-2
2.7647E-4	-2.9548E-4	-8.5178E-2	4.681E-2
-4.941E-5	-2.3502E-4	-8.3467E-2	4.6434E-2
-2.3791E-4	-2.4386E-4	-8.5758E-2	5.0351E-2
-1.7056E-4	-1.4937E-5	-8.5156E-2	5.3504E-2
-8.8353E-5	4.7306E-5	-8.1052E-2	5.4639E-2
-2.4278E-4	1.67E-4	-8.1915E-2	5.4784E-2
-3.564E-4	2.0124E-4	-8.1546E-2	5.9493E-2
-4.3971E-4	2.4417E-4	-7.9808E-2	6.1668E-2
-2.0717E-4	2.7126E-4	-7.9536E-2	6.9877E-2
-2.8114E-4	2.0415E-4	-6.9071E-2	7.1412E-2
1.5501E-4	4.458E-4	-6.4587E-2	6.9235E-2
-1.3823E-4	-2.0626E-4	-6.6642E-2	6.4662E-2
6.4294E-5	-5.1307E-5	-7.0248E-2	6.9068E-2
-4.1349E-5	7.8204E-5	-6.7778E-2	7.8287E-2
-3.5003E-5	-2.6132E-4	-5.9801E-2	7.7331E-2
5.3848E-5	-8.5547E-5	-5.7106E-2	8.0387E-2
-8.9336E-5	3.5579E-4	-5.053E-2	8.4104E-2
-2.5599E-5	-9.574E-5	-4.4788E-2	8.0936E-2
4.2057E-4	-3.6692E-4	-4.3748E-2	8.2279E-2
-3.0671E-4	-4.6916E-4	-3.2276E-2	8.2073E-2
-1.0574E-4	-2.7449E-4	-3.2753E-2	7.4112E-2
-1.5592E-4	-4.8541E-4	-3.1844E-2	7.3804E-2
-2.9478E-4	-3.0098E-4	-2.9101E-2	7.3806E-2
-1.5433E-5	-2.3831E-4	-3.0206E-2	7.1205E-2
-1.1049E-4	2.5961E-4	-2.8912E-2	7.5051E-2
6.6727E-5	1.7468E-4	-2.5186E-2	6.9935E-2
-2.2697E-4	1.9612E-4	-2.4621E-2	7.5478E-2
-4.6166E-4	1.8153E-4	-2.1607E-2	6.7575E-2
-1.9606E-4	-1.5225E-4	-2.251E-2	6.9668E-2
-2.1692E-4	2.1381E-4	-2.5349E-2	7.2362E-2
-3.0637E-4	-3.6952E-5	-1.2567E-2	7.5632E-2
6.3674E-5	-2.7409E-5	-9.3469E-3	6.9492E-2
7.4743E-5	8.1359E-5	-1.2765E-2	6.588E-2
7.0128E-5	1.5125E-4	-9.8247E-3	6.6509E-2
2.1751E-4	2.8479E-4	-9.5867E-3	6.3234E-2
6.1259E-5	-3.793E-4	-8.4344E-3	6.4743E-2
6.3797E-5	7.9147E-5	-1.0291E-2	6.381E-2
-6.4551E-5	2.529E-4	-4.2002E-3	6.5264E-2
-1.2925E-4	-3.7632E-5	-4.9342E-3	6.3523E-2
-1.4668E-5	7.7293E-5	-3.4316E-3	6.0416E-2
-2.3492E-4	4.2028E-4	-2.604E-3	6.5856E-2
-2.2076E-4	3.7605E-4	3.2922E-3	6.3464E-2
-3.4353E-4	1.2269E-4	8.5696E-3	5.9395E-2
-2.1443E-4	3.4332E-4	4.6008E-3	6.1742E-2
4.2342E-5	4.3476E-4	1.1264E-2	5.5251E-2
-4.4727E-5	1.5864E-4	1.1861E-2	5.1564E-2
-7.6773E-5	1.3624E-4	7.5581E-3	5.124E-2
1.0819E-4	-4.6878E-5	9.4895E-3	5.6713E-2
1.8112E-4	4.3469E-4	1.8557E-2	5.5356E-2
5.8467E-4	1.3252E-4	2.1703E-2	5.1269E-2
-1.1168E-4	9.2766E-5	1.8256E-2	4.344E-2
1.843E-4	1.6042E-4	1.7803E-2	4.4487E-2
4.8403E-4	-8.3617E-5	2.3779E-2	4.2944E-2
8.0283E-5	-1.768E-4	2.299E-2	3.9775E-2
6.4894E-5	-4.7425E-4	2.9912E-2	3.5277E-2
-1.3007E-4	-4.2166E-4	2.2811E-2	2.3791E-2
4.7821E-5	-4.4051E-4	2.0017E-2	2.7842E-2
8.8861E-5	-2.6836E-4	2.0788E-2	2.593E-2
3.889E-5	5.537E-6	2.0443E-2	2.1836E-2
-3.3004E-4	-2.3572E-4	1.5866E-2	2.4222E-2
-1.5749E-4	1.0046E-4	1.9995E-2	2.3852E-2
-3.761E-4	2.7697E-4	2.1614E-2	2.0473E-2
-2.4263E-4	-6.7201E-5	1.741E-2	1.6035E-2
-1.0358E-4	2.9908E-4	1.5084E-2	2.0268E-2
1.1624E-4	2.414E-4	1.7959E-2	2.3103E-2
1.1732E-4	2.1954E-4	2.3817E-2	1.9419E-2
3.3746E-5	-1.2773E-4	2.5037E-2	1.2456E-2
-1.7429E-4	2.163E-4	2.5868E-2	1.4466E-2
-4.8721E-5	2.8722E-4	2.8533E-2	2.2826E-3
1.302E-4	6.2767E-5	2.0421E-2	-1.2333E-3
2.9291E-5	3.4212E-4	1.7042E-2	3.8755E-5
-2.0631E-4	-7.6714E-5	2.0015E-2	-1.3768E-3
1.5592E-4	-2.3372E-5	1.7211E-2	-4.3458E-3
-1.9159E-4	-2.9301E-4	1.5829E-2	-6.6832E-3
-3.9039E-4	-1.7108E-4	1.1022E-2	-1.0476E-2
-3.6212E-4	1.8507E-4	6.7887E-3	-6.1062E-3
-1.6121E-4	3.2382E-4	1.4784E-2	-7.5308E-3
-1.7775E-4	2.6907E-4	1.1279E-2	-1.0463E-2
-2.2254E-4	2.7343E-4	1.2228E-2	-1.4777E-2
-1.887E-4	8.5139E-5	8.563E-3	-1.7525E-2
9.1923E-6	1.6128E-4	7.2135E-3	-1.9231E-2
9.329E-5	5.9073E-4	3.9059E-3	-2.7174E-2
4.4346E-5	-4.0435E-5	-3.5093E-3	-2.1394E-2
6.8464E-4	1.1355E-4	-3.7663E-3	-2.109E-2
2.5214E-4	1.0187E-4	-2.5903E-3	-2.1824E-2
3.466E-4	-5.247E-5	-1.4462E-3	-2.6173E-2
2.861E-4	9.4764E-6	-6.034E-3	-2.9358E-2
3.6656E-4	-1.0342E-4	-1.061E-2	-2.9004E-2
-1.7039E-4	-1.1343E-4	-8.8936E-3	-2.9326E-2
1.818E-4	-2.3189E-5	-1.871E-2	-3.5293E-2
-1.9675E-4	-5.4116E-4	-1.719E-2	-2.9596E-2
-9.6267E-5	-3.8445E-4	-2.2195E-2	-3.2696E-2
-3.357E-4	-3.4273E-4	-1.9517E-2	-3.2429E-2
8.4103E-5	-2.0936E-4	-2.263E-2	-4.033E-2
5.6857E-5	-8.3157E-5	-3.1611E-2	-4.0979E-2
-1.0511E-4	2.6221E-4	-3.8462E-2	-3.8425E-2
-3.5124E-4	1.4493E-4	-4.2468E-2	-3.6882E-2
-1.4438E-4	1.3213E-4	-4.5363E-2	-3.3194E-2
-2.3543E-4	4.9774E-4	-4.9342E-2	-3.1861E-2
7.1579E-5	3.4065E-4	-4.6641E-2	-2.9076E-2
-1.2222E-4	3.5464E-4	-4.8284E-2	-3.2075E-2
4.4439E-4	2.776E-4	-5.5059E-2	-3.0846E-2
4.6005E-5	1.4317E-4	-5.6954E-2	-2.8263E-2
2.2503E-4	4.3878E-5	-5.842E-2	-2.7734E-2
2.627E-4	-5.6075E-4	-6.2917E-2	-2.6688E-2
1.408E-4	-3.415E-4	-6.5781E-2	-2.5658E-2
-1.3784E-4	-1.825E-4	-6.8984E-2	-2.5396E-2
-3.1565E-4	6.2536E-6	-7.3554E-2	-2.3104E-2
3.2579E-5	-1.2093E-4	-7.7415E-2	-1.8992E-2
-2.7049E-5	8.2729E-5	-7.5873E-2	-1.6339E-2
-6.5238E-5	9.4977E-5	-8.0501E-2	-1.3991E-2
-1.1436E-4	1.9543E-4	-8.1982E-2	-1.2036E-2
-1.8943E-4	6.7727E-4	-8.2659E-2	-1.2463E-2
-2.505E-4	4.071E-4	-8.6544E-2	-1.0946E-2
1.9544E-4	2.5375E-4	-9.4279E-2	-8.1133E-3
2.3672E-4	1.1012E-4	-9.8857E-2	1.7849E-3
6.6206E-4	5.0238E-5	-9.9493E-2	8.3052E-3
1.2673E-4	9.9171E-5	-9.554E-2	9.2964E-3
4.6216E-4	-1.2648E-4	-9.7552E-2	6.0498E-3
2.0369E-4	-1.9732E-4	-1.0434E-1	1.6989E-2
1.7052E-4	1.2936E-4	-1.0521E-1	2.0168E-2
7.6387E-5	-6.6496E-4	-1.0343E-1	2.8703E-2
1.6304E-4	-5.2216E-4	-1.0156E-1	3.311E-2
-1.2033E-4	-7.4998E-4	-9.509E-2	3.4251E-2
-2.0301E-4	-3.8122E-4	-9.9125E-2	3.3778E-2
-5.2178E-4	-4.2536E-4	-9.8931E-2	3.7178E-2
-4.3112E-4	-8.79E-5	-1.0154E-1	4.0751E-2
-7.9069E-4	8.2328E-5	-9.956E-2	4.8133E-2
-4.3742E-4	2.7263E-4	-9.5157E-2	4.6561E-2
-1.6732E-4	1.5633E-4	-1.0052E-1	4.8943E-2
2.0197E-5	2.2347E-4	-1.0302E-1	5.1044E-2
5.2113E-5	2.4914E-4	-1.024E-1	5.824E-2
1.556E-4	3.7825E-4	-9.986E-2	6.4543E-2
3.4134E-4	4.2415E-4	-9.5337E-2	6.7281E-2
2.9746E-4	9.4643E-5	-9.7544E-2	6.5861E-2
5.1984E-4	2.1908E-4	-1.0044E-1	7.0688E-2
1.7706E-4	3.8829E-4	-1.0019E-1	8.3013E-2
5.5619E-5	-5.3786E-5	-9.098E-2	8.4511E-2
-2.0036E-4	2.2483E-5	-9.4735E-2	8.8026E-2
2.3044E-5	2.2421E-4	-8.8718E-2	9.8029E-2
1.6312E-4	1.6993E-4	-8.0691E-2	9.632E-2
-4.7046E-5	-4.3459E-7	-7.988E-2	9.8847E-2
-1.4838E-4	-1.2088E-4	-7.0471E-2	9.9667E-2
-2.3066E-4	1.4492E-4	-7.3784E-2	9.5669E-2
-6.0279E-6	4.026E-5	-7.5528E-2	9.9671E-2
-1.4643E-4	1.2117E-4	-7.0326E-2	1.0287E-1
2.6061E-4	6.4814E-5	-7.1072E-2	9.9796E-2
3.4268E-4	1.7012E-4	-7.6969E-2	1.0513E-1
-2.3298E-5	1.6934E-4	-7.9051E-2	1.1477E-1
-7.5156E-5	2.547E-4	-6.5199E-2	1.2998E-1
1.2784E-4	9.0448E-5	-6.0337E-2	1.1755E-1
1.5179E-4	-5.6521E-5	-6.2579E-2	1.3889E-1
1.1946E-4	-1.531E-4	-4.8169E-2	1.2513E-1
1.0304E-4	-4.1124E-4	-4.0935E-2	1.5123E-1
2.2062E-4	-1.6445E-4	-3.5321E-2	1.1191E-1
-4.3653E-5	-5.3667E-5	-2.9057E-2	1.5342E-1
-1.2028E-4	-2.1727E-4	-3.1519E-2	1.0901E-1
1.1482E-4	-2.8378E-4	-2.354E-2	1.2301E-1
-3.2959E-4	-2.2228E-4	-5.7461E-2	1.437E-1
-3.9483E-4	1.3287E-4	-2.7772E-2	1.4035E-1
-4.0192E-4	3.3468E-5	-2.7333E-2	1.4612E-1
-3.6314E-4	3.3602E-4	-1.7854E-2	1.8111E-1
-3.9823E-4	6.7219E-5	-1.1023E-2	1.5986E-1
-5.6251E-4	6.2153E-5	1.3474E-2	1.7605E-1
-3.494E-5	2.035E-4	2.5906E-2	1.5793E-1
2.0005E-5	3.2341E-4	5.3415E-2	1.5409E-1
-2.2198E-4	-5.3416E-5	4.7214E-2	1.3845E-1
2.4415E-4	5.3241E-4	3.2825E-2	1.338E-1
1.1033E-4	2.6061E-4	3.3898E-2	1.4431E-1
3.9335E-4	4.4234E-4	2.7761E-2	1.4332E-1
