jMRUI Data Textfile

Filename: NE.txt

PointsInDataset: 2048      
DatasetsInFile: 32        
SamplingInterval: 4.6512E-1 
ZeroOrderPhase: 2.925E-1  
BeginTime: 3.67E-1   
TransmitterFrequency: 1.278E8   
MagneticField: 3.0016E0  
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 32 in file
1.1066E-4	3.1138E-4	4.3622E-2	2.0024E-1
1.6868E-4	2.6453E-4	9.7493E-2	1.708E-1
3.3278E-4	-8.8705E-5	9.921E-2	1.8408E-1
3.5751E-4	1.9754E-4	1.8866E-1	1.804E-1
1.866E-4	-4.5443E-5	2.093E-1	6.6246E-2
3.5819E-4	-4.3729E-4	1.4487E-1	1.4234E-2
2.8341E-4	-4.5005E-4	8.5128E-2	3.2495E-2
9.7088E-5	-1.2241E-4	8.7125E-2	7.7751E-2
-1.7419E-4	-1.6693E-4	1.3367E-1	9.7261E-2
-2.4535E-4	-4.3348E-4	1.7651E-1	5.382E-2
3.2777E-5	2.3577E-5	1.7286E-1	-4.3536E-3
8.4079E-5	-3.262E-4	1.3275E-1	-3.52E-2
-2.335E-4	-4.8211E-4	1.0442E-1	-2.603E-2
-1.4202E-4	-3.1499E-4	9.6694E-2	-2.4114E-2
-6.6665E-5	6.3192E-5	1.0493E-1	-2.9164E-2
1.3052E-4	-6.5854E-5	9.4176E-2	-4.7962E-2
-3.2505E-5	-6.9044E-5	6.9377E-2	-5.0169E-2
2.1271E-4	-2.5421E-4	7.0174E-2	-3.7328E-2
2.7351E-4	-1.6671E-4	7.9688E-2	-4.5845E-2
6.4979E-5	-1.5334E-4	8.3076E-2	-6.9046E-2
-2.1067E-5	2.5644E-4	5.7961E-2	-9.6039E-2
1.5432E-4	-1.2086E-4	2.5294E-2	-8.5908E-2
-3.0826E-4	1.1535E-5	2.3937E-2	-7.8775E-2
5.9584E-5	1.5553E-4	1.9187E-2	-8.7874E-2
-1.1499E-4	-1.1688E-4	-9.2173E-3	-1.0198E-1
-4.6198E-4	-1.9791E-4	-3.1875E-2	-7.4134E-2
-4.8354E-4	2.6845E-6	-1.8744E-2	-6.2871E-2
-2.3707E-4	2.1122E-4	-2.0142E-2	-8.303E-2
-1.0695E-4	-1.8854E-4	-4.7778E-2	-8.7048E-2
-2.1561E-4	2.2699E-4	-7.1721E-2	-6.8068E-2
-7.9197E-6	3.2751E-4	-6.8191E-2	-4.944E-2
-8.7855E-5	2.8607E-4	-7.1247E-2	-4.7453E-2
3.1035E-5	1.8799E-4	-7.1893E-2	-4.2115E-2
1.4838E-4	-1.4908E-4	-7.9617E-2	-3.9925E-2
-6.6132E-5	7.8174E-5	-8.7594E-2	-3.4921E-2
6.1424E-5	-2.7727E-4	-1.0002E-1	-2.8384E-2
2.3013E-4	2.1656E-4	-1.0445E-1	-6.1839E-3
1.9251E-4	7.3941E-5	-1.028E-1	3.045E-3
3.3906E-4	-1.8538E-4	-1.0074E-1	1.1615E-2
-4.5049E-5	-3.1904E-4	-9.5587E-2	2.0483E-2
1.7459E-4	1.7175E-5	-9.7409E-2	2.7479E-2
-4.4374E-4	-3.744E-4	-8.8518E-2	3.116E-2
2.1947E-4	-3.3911E-5	-8.3938E-2	3.5846E-2
-8.3875E-5	-1.2192E-4	-8.9194E-2	3.7447E-2
-3.0552E-4	9.2051E-5	-8.5757E-2	4.5663E-2
1.0313E-4	1.5864E-4	-8.4041E-2	5.2144E-2
-3.4306E-4	2.5562E-4	-6.9153E-2	5.5619E-2
8.0934E-5	-6.1035E-5	-7.2197E-2	4.793E-2
4.8463E-5	6.12E-5	-7.8399E-2	5.4431E-2
3.3972E-4	-2.4086E-4	-6.8156E-2	5.9413E-2
9.995E-5	-9.2248E-6	-5.9815E-2	6.7128E-2
1.1228E-4	-1.4463E-4	-5.137E-2	5.1061E-2
2.538E-4	-1.6435E-5	-6.7979E-2	5.3566E-2
-1.7676E-4	-2.3364E-4	-4.6538E-2	5.0336E-2
-1.1375E-4	7.5599E-6	-7.4731E-2	4.328E-2
-2.3311E-4	2.7321E-4	-6.2864E-2	6.951E-2
-4.5202E-5	-1.1701E-4	-5.5094E-2	4.8543E-2
-4.6153E-5	3.4499E-5	-6.8591E-2	5.7415E-2
-1.335E-4	3.1546E-4	-5.4076E-2	5.9719E-2
-3.2088E-4	-6.9159E-5	-6.453E-2	5.6278E-2
-4.2024E-4	7.2475E-4	-6.7913E-2	5.0517E-2
-6.6095E-5	3.3384E-4	-6.8889E-2	6.8001E-2
-5.6606E-5	3.9313E-4	-5.9585E-2	6.7118E-2
-5.3784E-5	1.7298E-4	-6.2538E-2	6.2598E-2
2.7202E-4	3.0265E-4	-6.6145E-2	6.3918E-2
2.4829E-4	-2.1835E-5	-6.2944E-2	7.1481E-2
4.8694E-4	8.1374E-5	-6.6516E-2	6.4913E-2
1.8595E-4	-9.4904E-5	-6.7283E-2	6.8226E-2
1.8676E-4	-2.348E-4	-7.2604E-2	7.285E-2
3.2119E-4	-5.339E-4	-6.9745E-2	7.7228E-2
-1.4672E-5	-3.1074E-4	-6.5457E-2	8.5957E-2
1.1849E-4	-5.683E-5	-6.0247E-2	8.058E-2
1.3129E-4	-4.2031E-4	-6.6681E-2	8.0509E-2
-2.8244E-5	-4.201E-5	-6.2432E-2	8.9336E-2
-8.8294E-5	8.8039E-5	-5.7767E-2	8.3378E-2
-3.1087E-4	-1.2591E-4	-6.5486E-2	8.348E-2
-5.2708E-5	-2.4302E-4	-5.6632E-2	8.9475E-2
-1.0848E-4	4.0209E-5	-6.7461E-2	8.9515E-2
8.1015E-5	-2.283E-6	-6.18E-2	9.4123E-2
-3.7844E-5	-3.4081E-4	-5.7355E-2	9.4634E-2
8.8229E-5	-1.6195E-4	-6.1796E-2	9.3557E-2
9.3495E-5	4.6881E-5	-6.0095E-2	1.0553E-1
-2.33E-4	-6.6629E-5	-4.6317E-2	9.7919E-2
6.7601E-5	-1.6736E-4	-5.5952E-2	8.8219E-2
2.078E-5	-1.1506E-5	-5.7629E-2	9.787E-2
-1.4369E-4	2.6509E-5	-6.0111E-2	9.6578E-2
-1.2259E-4	2.5225E-4	-5.9376E-2	9.8911E-2
1.9611E-5	3.3706E-4	-6.2803E-2	1.0211E-1
3.869E-5	4.185E-4	-6.5145E-2	1.0543E-1
-6.909E-5	2.274E-4	-6.0407E-2	1.1361E-1
-1.2782E-4	2.721E-4	-5.9883E-2	1.1539E-1
-1.059E-4	1.3417E-4	-5.5035E-2	1.179E-1
1.5935E-5	5.0416E-4	-5.4283E-2	1.2037E-1
1.4818E-5	1.8311E-4	-5.2387E-2	1.1987E-1
-1.4611E-4	2.9055E-4	-5.1968E-2	1.2051E-1
1.1438E-4	-2.4996E-4	-5.3692E-2	1.259E-1
4.8344E-4	1.3405E-4	-4.7585E-2	1.2055E-1
1.4241E-4	-2.5205E-4	-5.3715E-2	1.291E-1
2.8777E-4	-1.2958E-4	-4.8268E-2	1.2976E-1
1.3282E-4	-3.1038E-4	-4.6732E-2	1.327E-1
-1.7019E-4	-2.125E-4	-4.5127E-2	1.3314E-1
-1.9213E-4	-1.6023E-4	-4.4822E-2	1.357E-1
-2.1514E-5	-6.2924E-5	-4.335E-2	1.4146E-1
-1.3739E-4	1.439E-4	-3.6317E-2	1.4812E-1
-2.5063E-4	4.6266E-4	-2.9246E-2	1.4344E-1
-3.343E-4	3.4169E-5	-2.8522E-2	1.3752E-1
-1.2208E-4	1.7812E-4	-2.6858E-2	1.4026E-1
3.833E-4	1.7564E-4	-2.7E-2	1.4196E-1
3.1391E-4	6.3055E-5	-2.235E-2	1.3932E-1
3.5474E-5	7.358E-5	-2.4679E-2	1.3811E-1
2.4002E-4	2.4557E-4	-2.3051E-2	1.3939E-1
-1.5709E-4	-3.0524E-4	-1.4329E-2	1.3889E-1
3.1088E-5	-4.7003E-4	-2.3094E-2	1.2773E-1
-1.0789E-4	-5.0162E-4	-2.4256E-2	1.3722E-1
-2.3451E-4	-3.1442E-4	-1.5371E-2	1.3409E-1
-8.0055E-5	-5.2638E-4	-2.638E-2	1.2846E-1
-5.0731E-4	-4.5783E-4	-3.2618E-2	1.3454E-1
-1.6037E-4	-4.5452E-5	-2.8144E-2	1.4215E-1
-2.736E-4	1.4883E-4	-2.7664E-2	1.4489E-1
-6.3936E-4	2.065E-4	-1.9071E-2	1.4143E-1
-5.1454E-4	1.5086E-4	-2.6227E-2	1.3731E-1
4.3163E-5	-2.2192E-5	-3.215E-2	1.4239E-1
6.5939E-5	4.8283E-4	-2.7637E-2	1.4355E-1
1.6041E-5	9.8239E-5	-3.3015E-2	1.4355E-1
3.5782E-4	-3.9432E-5	-3.6455E-2	1.4573E-1
2.8969E-4	2.9777E-4	-3.4911E-2	1.566E-1
5.9759E-4	-1.3754E-4	-3.0812E-2	1.5516E-1
2.9152E-4	-5.3557E-4	-3.224E-2	1.523E-1
-2.7559E-5	-3.8824E-4	-3.8087E-2	1.5566E-1
-3.7833E-4	-1.3457E-4	-4.0035E-2	1.6331E-1
-1.173E-4	-2.9921E-4	-3.9076E-2	1.6679E-1
-4.6341E-4	-1.7092E-4	-3.9816E-2	1.6938E-1
-5.0571E-4	-1.2989E-4	-4.4649E-2	1.7496E-1
-5.2826E-4	1.5657E-4	-3.6668E-2	1.8611E-1
-5.74E-4	1.6747E-4	-3.3387E-2	1.8417E-1
-1.0075E-4	2.6237E-4	-3.5788E-2	1.8341E-1
9.9768E-5	5.478E-4	-3.8915E-2	1.8898E-1
-7.4042E-5	1.1275E-4	-3.5975E-2	1.9281E-1
-1.6684E-4	3.7629E-4	-3.9147E-2	1.9571E-1
7.5492E-5	1.64E-4	-4.398E-2	2.0655E-1
5.5881E-4	-9.8862E-5	-3.7582E-2	2.0895E-1
4.9513E-4	4.4414E-5	-4.1049E-2	2.192E-1
9.1939E-5	-4.1206E-4	-3.2915E-2	2.2715E-1
3.1161E-4	-5.433E-4	-2.8962E-2	2.2867E-1
6.5088E-5	-4.4476E-4	-2.9867E-2	2.2715E-1
-1.2355E-4	-2.9875E-4	-3.1971E-2	2.3712E-1
-2.2965E-4	-2.1115E-4	-3.2412E-2	2.4298E-1
-1.696E-4	-1.6169E-4	-2.9757E-2	2.5056E-1
-4.5899E-4	2.499E-5	-3.0223E-2	2.5647E-1
-6.2089E-4	2.8235E-4	-2.657E-2	2.6684E-1
-6.3243E-4	2.6144E-4	-2.7197E-2	2.743E-1
-1.8387E-4	2.4177E-4	-2.1353E-2	2.8502E-1
-3.5391E-5	2.4634E-4	-1.5076E-2	2.8882E-1
6.9453E-5	1.662E-4	-9.6617E-3	2.9719E-1
2.947E-4	3.0094E-4	-1.0189E-2	2.9847E-1
2.3055E-4	3.7783E-4	-1.4861E-2	3.1129E-1
3.8205E-4	4.7735E-4	-8.8128E-3	3.3082E-1
5.1446E-4	-7.7692E-5	8.6615E-3	3.3864E-1
5.8285E-4	-1.8911E-4	1.4023E-2	3.3678E-1
3.0907E-4	-1.931E-4	6.7759E-3	3.478E-1
-3.2035E-4	-5.829E-4	1.2713E-2	3.6744E-1
1.18E-4	-4.5983E-4	2.345E-2	3.8141E-1
-4.6059E-5	-4.2868E-4	3.8444E-2	3.957E-1
-3.126E-4	-2.4505E-4	5.2903E-2	3.9881E-1
-4.1413E-4	2.6347E-4	5.6311E-2	4.0128E-1
-3.3706E-4	-2.5645E-5	5.4467E-2	4.1839E-1
-8.1691E-5	3.2674E-4	6.2251E-2	4.4122E-1
2.6227E-4	9.7175E-4	8.3221E-2	4.6489E-1
-1.1835E-4	3.4332E-4	1.1142E-1	4.7137E-1
-1.4138E-4	6.6709E-4	1.2246E-1	4.766E-1
4.8534E-4	3.5247E-4	1.3194E-1	4.9542E-1
5.2231E-4	1.9835E-4	1.5286E-1	5.154E-1
3.1465E-4	5.1887E-5	1.8421E-1	5.3259E-1
4.5734E-4	-1.1696E-4	2.0589E-1	5.4334E-1
1.6915E-4	-2.5622E-4	2.3388E-1	5.5885E-1
-8.0235E-5	-4.7122E-4	2.6125E-1	5.7297E-1
1.6891E-5	-4.2978E-4	3.1012E-1	5.9299E-1
-1.9169E-4	-4.1761E-4	3.5657E-1	5.8502E-1
-4.3033E-4	-5.117E-4	3.8425E-1	5.7525E-1
-4.5512E-5	-5.9956E-5	4.1275E-1	5.8434E-1
-3.0222E-4	-1.8478E-4	4.5561E-1	5.9252E-1
-5.3469E-4	1.8057E-5	5.0841E-1	5.9989E-1
-3.039E-4	2.0712E-5	5.8011E-1	5.9136E-1
-2.3396E-4	4.8183E-4	6.3406E-1	5.4857E-1
1.9323E-4	7.0584E-4	6.7233E-1	5.2118E-1
4.6029E-5	2.0996E-4	7.1768E-1	4.8833E-1
-2.1384E-4	1.5947E-4	7.4885E-1	4.5299E-1
3.5909E-4	2.0284E-4	7.9322E-1	4.3037E-1
5.3376E-4	3.0026E-5	8.4501E-1	3.8397E-1
7.7226E-5	-2.2183E-4	8.8108E-1	3.2143E-1
4.07E-4	-5.1076E-4	9.0055E-1	2.6907E-1
-1.3541E-4	-1.3889E-4	9.3023E-1	2.233E-1
-2.1015E-4	-2.1319E-4	9.6105E-1	1.6514E-1
-5.6956E-5	-2.9332E-4	9.9001E-1	9.1355E-2
-6.3014E-4	5.0679E-5	9.9652E-1	1.4133E-3
-3.6306E-4	5.8E-5	9.7091E-1	-6.9009E-2
-1.3015E-4	1.914E-4	9.5594E-1	-1.2638E-1
-3.1589E-4	2.2276E-4	9.4051E-1	-1.7913E-1
1.6398E-5	3.3293E-4	9.2706E-1	-2.4161E-1
-8.1532E-5	6.9089E-6	9.0316E-1	-3.0214E-1
-2.1606E-4	2.7931E-4	8.6923E-1	-3.6656E-1
1.223E-4	1.9124E-4	8.241E-1	-4.2216E-1
5.9317E-4	-1.6659E-4	7.6964E-1	-4.5986E-1
1.1991E-4	-1.4809E-4	7.2742E-1	-4.9222E-1
8.9392E-5	9.2562E-5	6.8306E-1	-5.2258E-1
1.4155E-4	-1.947E-4	6.3693E-1	-5.5292E-1
1.7882E-4	-3.5972E-4	5.8431E-1	-5.8183E-1
2.9675E-4	-2.717E-4	5.2833E-1	-5.9773E-1
-2.4485E-4	4.6445E-5	4.7678E-1	-6.0521E-1
-1.0079E-4	3.5381E-5	4.2313E-1	-6.1058E-1
2.0025E-4	-1.4567E-4	3.7637E-1	-6.0908E-1
-1.3188E-4	1.3076E-4	3.251E-1	-6.0293E-1
-3.6681E-5	3.2046E-4	2.8677E-1	-5.8711E-1
-7.8438E-5	1.9393E-4	2.5269E-1	-5.7767E-1
4.0426E-5	1.5907E-5	2.1467E-1	-5.6878E-1
1.1153E-4	-9.1818E-6	1.7735E-1	-5.5021E-1
1.9849E-4	-1.5798E-4	1.5095E-1	-5.3E-1
2.7798E-4	2.7707E-4	1.1893E-1	-5.0884E-1
3.4024E-4	-1.1625E-5	1.0742E-1	-4.8377E-1
1.3097E-4	-3.1151E-4	8.8293E-2	-4.6344E-1
2.6638E-5	-2.2207E-4	7.9504E-2	-4.5269E-1
1.4689E-4	-2.1571E-4	6.0667E-2	-4.3774E-1
-2.2266E-4	-3.477E-4	4.2183E-2	-4.2189E-1
-3.0461E-4	-5.9199E-4	2.6029E-2	-4.0006E-1
-3.0852E-4	-9.079E-5	2.1437E-2	-3.7795E-1
-4.6525E-4	-2.0937E-4	1.6863E-2	-3.6151E-1
1.5644E-5	-2.2597E-5	1.2983E-2	-3.4704E-1
2.0032E-5	-1.1875E-4	1.219E-2	-3.3683E-1
-1.4937E-5	9.0499E-5	3.5886E-3	-3.2332E-1
1.9523E-4	2.3644E-4	5.6357E-3	-3.0947E-1
1.945E-4	3.6289E-4	-1.9928E-3	-3.062E-1
2.8516E-4	1.6819E-4	-1.0788E-2	-2.8978E-1
7.1086E-5	1.2072E-4	-5.2534E-3	-2.7953E-1
3.2733E-4	2.3027E-4	-1.0075E-2	-2.702E-1
5.1772E-5	-8.3502E-5	-8.5192E-3	-2.6344E-1
5.4963E-5	1.1593E-4	-1.3357E-2	-2.5616E-1
5.7192E-5	-1.3366E-4	-1.2974E-2	-2.4932E-1
-2.4569E-4	-1.7564E-5	-1.7863E-2	-2.381E-1
-2.3738E-4	-3.2144E-4	-1.4392E-2	-2.3139E-1
-1.1544E-4	3.2048E-4	-1.6826E-2	-2.2403E-1
-1.2751E-4	2.1708E-4	-1.1235E-2	-2.1262E-1
-1.7877E-4	4.6618E-4	-7.5272E-3	-2.1568E-1
1.8546E-4	3.3145E-4	-1.3245E-2	-2.1204E-1
2.1737E-4	2.2238E-5	-1.4296E-2	-2.0747E-1
-1.0033E-4	2.4177E-4	-1.5299E-2	-2.0293E-1
6.1808E-5	-5.9538E-6	-1.5936E-2	-1.9871E-1
-4.4345E-5	3.1579E-4	-1.6195E-2	-1.9173E-1
2.5517E-4	5.6205E-5	-1.6661E-2	-1.9372E-1
5.3661E-4	2.7821E-4	-2.4559E-2	-1.8325E-1
8.3408E-5	4.0001E-4	-1.9122E-2	-1.7746E-1
3.8494E-4	-2.5055E-4	-1.6608E-2	-1.7298E-1
4.8582E-4	-1.6957E-4	-1.691E-2	-1.7385E-1
-3.7937E-4	-1.9376E-4	-1.6181E-2	-1.671E-1
1.0395E-4	-1.7097E-4	-1.4045E-2	-1.6626E-1
1.3341E-4	1.1604E-4	-1.5742E-2	-1.7112E-1
-5.2221E-4	6.9493E-5	-1.9345E-2	-1.663E-1
-2.3482E-6	-7.4384E-7	-2.2695E-2	-1.6034E-1
-2.4258E-5	2.6078E-5	-2.2168E-2	-1.554E-1
3.4065E-4	-2.0084E-4	-2.3106E-2	-1.5136E-1
-1.592E-5	6.8166E-5	-1.8279E-2	-1.5168E-1
2.0378E-4	-2.8924E-4	-2.2839E-2	-1.4795E-1
6.4268E-5	-5.8011E-5	-2.3356E-2	-1.4505E-1
1.2836E-4	-1.8076E-4	-2.5182E-2	-1.41E-1
1.9185E-4	-8.6913E-5	-2.0032E-2	-1.3358E-1
4.8633E-5	3.4321E-6	-1.7192E-2	-1.389E-1
-1.7835E-4	4.9457E-4	-1.8674E-2	-1.3841E-1
1.7284E-4	-2.8119E-5	-2.0459E-2	-1.3277E-1
-8.0373E-5	-1.3345E-4	-2.124E-2	-1.3416E-1
-4.6038E-4	-9.463E-5	-2.5879E-2	-1.2904E-1
-3.166E-4	2.3691E-4	-2.0242E-2	-1.2156E-1
-3.6695E-6	2.7609E-4	-1.731E-2	-1.2967E-1
-2.0055E-4	1.2581E-4	-2.2015E-2	-1.2429E-1
-8.0889E-5	-7.9032E-5	-2.2635E-2	-1.2348E-1
3.0985E-4	6.6802E-4	-1.6579E-2	-1.1915E-1
1.3948E-4	-8.4803E-5	-2.0784E-2	-1.2337E-1
1.7127E-4	3.6034E-4	-2.1662E-2	-1.2128E-1
3.5278E-4	1.8786E-4	-2.2724E-2	-1.1497E-1
-6.3763E-5	1.3161E-4	-2.2453E-2	-1.1381E-1
2.0402E-4	-4.2987E-5	-1.9479E-2	-1.1274E-1
3.2163E-4	-5.6864E-5	-2.0504E-2	-1.1537E-1
2.1992E-4	-1.505E-4	-2.0638E-2	-1.0905E-1
-3.8263E-4	-1.3327E-4	-1.8638E-2	-1.1113E-1
1.2523E-4	-1.72E-4	-2.062E-2	-1.1527E-1
3.3524E-4	-2.1412E-4	-1.9768E-2	-1.1216E-1
2.2581E-4	-2.4168E-4	-2.6781E-2	-1.0939E-1
-3.8628E-4	-1.3027E-4	-2.3807E-2	-1.0614E-1
-4.0236E-4	-1.0477E-4	-2.3256E-2	-1.0495E-1
8.8059E-5	7.4489E-5	-2.6156E-2	-1.0532E-1
3.8992E-5	4.6189E-4	-1.9993E-2	-1.0248E-1
1.4885E-4	2.9476E-4	-3.1193E-2	-1.0755E-1
4.2918E-4	9.2016E-5	-2.955E-2	-9.5934E-2
4.7064E-4	6.8324E-5	-2.43E-2	-9.8055E-2
1.0217E-4	2.4655E-4	-2.7616E-2	-9.7673E-2
6.7781E-5	-3.0307E-4	-2.6165E-2	-9.4187E-2
-1.5495E-4	-2.6588E-4	-2.5013E-2	-9.7014E-2
-1.563E-4	-2.8529E-4	-2.7734E-2	-9.2954E-2
-3.0637E-4	-2.1287E-4	-2.6749E-2	-9.547E-2
-1.6237E-4	-5.4935E-4	-3.0799E-2	-8.7634E-2
-1.4621E-4	-4.3836E-4	-2.8044E-2	-8.5092E-2
-4.5927E-4	-1.028E-4	-2.3833E-2	-8.6018E-2
-4.7977E-5	4.2678E-5	-2.4247E-2	-8.8112E-2
-2.733E-4	1.5825E-4	-2.7374E-2	-8.7245E-2
-2.7078E-4	2.1344E-4	-2.7517E-2	-8.3852E-2
-1.0819E-4	6.0734E-5	-2.7702E-2	-8.5298E-2
-1.289E-4	2.9025E-4	-2.5371E-2	-8.1144E-2
3.2175E-4	3.1827E-4	-3.0091E-2	-8.2342E-2
3.5028E-4	-7.7779E-5	-2.8042E-2	-7.8267E-2
2.3251E-4	-2.8931E-4	-2.5043E-2	-7.7094E-2
5.4244E-4	-2.3793E-4	-2.6591E-2	-7.7248E-2
4.7322E-4	-5.8492E-4	-2.577E-2	-7.8237E-2
3.0262E-4	-2.0053E-4	-2.9175E-2	-7.4832E-2
7.3645E-5	-5.7079E-4	-2.566E-2	-6.9532E-2
-1.6223E-4	-3.0625E-4	-2.1856E-2	-7.3208E-2
-1.4671E-4	-1.6003E-5	-1.8732E-2	-7.0503E-2
-6.1406E-4	-2.401E-4	-1.8929E-2	-7.5968E-2
-2.7577E-4	-8.4463E-5	-1.8838E-2	-7.8029E-2
-3.5085E-4	1.1742E-5	-2.5395E-2	-8.1267E-2
-3.6619E-4	3.9479E-4	-2.7319E-2	-7.5708E-2
-8.7919E-5	1.4844E-4	-2.9195E-2	-7.6899E-2
-8.1696E-5	5.042E-4	-3.4359E-2	-7.0349E-2
-2.6704E-6	2.7615E-4	-2.6858E-2	-6.3897E-2
1.7023E-4	2.2811E-4	-2.3619E-2	-6.8159E-2
-1.1189E-4	2.8131E-4	-2.3963E-2	-6.4842E-2
4.584E-4	-2.9033E-5	-2.0209E-2	-7.2707E-2
1.9071E-4	1.5448E-4	-2.8984E-2	-6.9232E-2
2.7096E-4	-5.1823E-4	-2.7542E-2	-6.465E-2
3.8693E-5	-2.9151E-4	-2.6356E-2	-6.5396E-2
1.0764E-4	-2.1041E-4	-2.7131E-2	-6.4979E-2
-2.0403E-4	-1.2007E-4	-2.5699E-2	-6.4448E-2
-3.9523E-4	-2.0788E-4	-2.4239E-2	-6.2899E-2
-3.0123E-4	2.2794E-4	-2.8222E-2	-6.4341E-2
-3.1924E-4	3.9677E-6	-2.3319E-2	-6.2867E-2
-4.5932E-4	-1.5409E-4	-2.584E-2	-6.1663E-2
-4.308E-4	5.5347E-4	-2.798E-2	-6.2791E-2
-3.1858E-4	7.0327E-5	-2.7257E-2	-5.4362E-2
1.1134E-4	4.2098E-4	-2.0592E-2	-5.7518E-2
1.762E-4	2.9572E-4	-2.4443E-2	-6.0249E-2
5.9743E-4	1.0827E-4	-2.4899E-2	-5.9253E-2
1.988E-4	2.296E-4	-2.4415E-2	-5.6129E-2
7.542E-4	2.9335E-4	-2.1358E-2	-5.433E-2
5.874E-4	-1.0653E-4	-2.2743E-2	-5.4041E-2
1.7098E-5	1.5988E-4	-1.8202E-2	-5.8441E-2
-1.7423E-5	-1.8711E-6	-2.0196E-2	-5.577E-2
1.0085E-4	-1.9664E-4	-1.9428E-2	-6.2869E-2
-1.0965E-4	-1.9923E-4	-2.6725E-2	-5.6261E-2
-5.6913E-5	-2.7723E-4	-2.1237E-2	-5.661E-2
-1.9241E-5	1.0282E-4	-1.9578E-2	-5.8219E-2
-2.5082E-4	2.4996E-5	-2.5787E-2	-5.9507E-2
-1.0257E-4	2.7624E-4	-2.3783E-2	-5.7855E-2
-1.984E-4	1.1669E-5	-2.721E-2	-5.7096E-2
-5.5822E-5	2.2862E-5	-2.7393E-2	-5.3226E-2
8.0582E-5	2.4644E-4	-2.4255E-2	-5.0869E-2
1.4363E-4	4.5399E-4	-2.2898E-2	-4.8603E-2
4.1223E-4	4.8523E-4	-1.9409E-2	-5.372E-2
6.7745E-4	1.5347E-4	-2.2751E-2	-5.4333E-2
6.0701E-4	9.0356E-5	-2.0886E-2	-5.382E-2
1.8562E-4	-1.1909E-4	-2.4607E-2	-5.5775E-2
7.6728E-5	-8.6096E-6	-2.8792E-2	-5.0023E-2
-2.1425E-4	-1.8239E-4	-1.8876E-2	-4.7192E-2
-1.5693E-4	-1.8967E-4	-2.0551E-2	-5.4654E-2
-2.3514E-4	-4.1359E-4	-2.6642E-2	-5.3097E-2
-2.8238E-4	-2.5654E-4	-2.2519E-2	-5.2917E-2
-1.7613E-4	-1.0832E-4	-2.8041E-2	-5.4267E-2
-3.7913E-4	1.8959E-4	-2.6298E-2	-4.688E-2
1.1663E-4	2.6939E-4	-2.445E-2	-4.92E-2
-2.7199E-4	8.1519E-6	-2.6312E-2	-4.6802E-2
3.0233E-4	2.4649E-5	-2.1893E-2	-4.6561E-2
4.1962E-4	7.9851E-5	-2.4097E-2	-5.0004E-2
2.4469E-4	4.0064E-4	-2.8381E-2	-4.9822E-2
2.5114E-4	-3.8603E-5	-2.6332E-2	-4.7063E-2
1.9531E-4	2.1673E-4	-2.5979E-2	-4.481E-2
-3.6367E-6	-1.884E-4	-2.6564E-2	-4.6164E-2
5.2873E-5	-4.9682E-4	-2.6186E-2	-4.1435E-2
1.5557E-4	-1.6561E-4	-2.2133E-2	-4.1034E-2
-1.436E-4	7.1984E-5	-2.3935E-2	-4.1954E-2
-1.0215E-4	-3.4882E-4	-1.9377E-2	-3.9849E-2
-2.4317E-4	-3.4303E-4	-1.8633E-2	-4.3787E-2
-4.872E-4	4.5674E-6	-1.8707E-2	-4.539E-2
-2.6656E-4	2.7554E-4	-2.278E-2	-4.6441E-2
-1.2637E-4	1.9072E-4	-1.9612E-2	-4.4166E-2
-4.7068E-4	5.7577E-4	-1.9035E-2	-4.7502E-2
4.9816E-5	5.4926E-4	-2.4013E-2	-4.8667E-2
-6.604E-5	4.3791E-4	-2.6292E-2	-4.5397E-2
1.5687E-4	-1.2054E-4	-2.6551E-2	-4.3589E-2
1.0793E-4	1.4979E-5	-2.4507E-2	-3.9824E-2
4.6294E-4	1.9437E-4	-2.1198E-2	-4.1626E-2
5.1517E-4	6.3379E-5	-2.5431E-2	-4.4278E-2
-3.9858E-5	-2.9068E-4	-2.4095E-2	-4.1314E-2
-2.4017E-6	-2.2675E-4	-2.4782E-2	-4.372E-2
7.7047E-5	-1.5985E-4	-2.6778E-2	-4.2638E-2
1.4625E-4	2.6949E-4	-2.0576E-2	-3.6795E-2
-2.1772E-4	-2.3489E-4	-2.1556E-2	-4.2241E-2
-2.9018E-4	-2.2249E-4	-2.249E-2	-4.2242E-2
-2.2619E-4	-2.7703E-4	-2.3943E-2	-4.1166E-2
-1.0511E-4	3.2108E-4	-2.4843E-2	-3.9009E-2
-2.9829E-4	3.9938E-4	-2.0984E-2	-4.3542E-2
-3.2839E-4	1.0055E-4	-2.5032E-2	-4.083E-2
-9.4963E-5	5.8905E-4	-2.1755E-2	-4.4682E-2
1.4123E-4	3.0989E-4	-3.2893E-2	-4.3621E-2
2.3441E-4	2.2642E-4	-2.9716E-2	-3.3135E-2
3.815E-4	2.857E-4	-2.3985E-2	-3.5279E-2
-2.2861E-4	5.6088E-4	-1.9105E-2	-3.657E-2
-1.2563E-6	4.0948E-4	-2.6312E-2	-3.9701E-2
4.4095E-5	-1.1099E-4	-2.4301E-2	-3.6156E-2
-1.9154E-5	-1.9028E-4	-2.4817E-2	-3.9115E-2
